Database Of Medicine Prices,,,,,,,,,,,,,,,,,,,,,,
Applicants MCC Licence No ,Applicant Name,Product MCC Registration No ,Nappi Code,ATC 4,Schedule,Product Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,,Originator or Generic,12 Months Volume of Sales
,,,,,,,Sodium glycerophosphate,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Threonine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Tryptophan,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Tyrosine,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Valine,2,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,37/25.2/0504,707126001,B05XA,S3,N7-1000e Oliclinomel 2l (4 X 2000 Ml),Alanine,8,g/1000ml,INF,4,,1196,139,187,1522,0,2009/05/30,,,,
,,,,,,,Arginine hydrochloride,5,g/1000ml,,,,,,,,,,,,,
,,,,,,,Calcium chloride,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Glucose,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Glycine,4,g/1000ml,,,,,,,,,,,,,
,,,,,,,Histidine,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Isoleucine,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Leucine,3,g/1000ml,,,,,,,,,,,,,
,,,,,,,Lysine,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Methionine,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Phenylalanine,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Potassium chloride,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Proline,3,g/1000ml,,,,,,,,,,,,,
,,,,,,,Refined olive oil,40,g/1000ml,,,,,,,,,,,,,
,,,,,,,Refined soya oil,40,g/1000ml,,,,,,,,,,,,,
,,,,,,,Serine,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium acetate,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium glycerophosphate,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Threonine,2,g/1000ml,,,,,,,,,,,,,
,,,,,,,Tryptophan,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Tyrosine,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Valine,2,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,37/37/0243,706480001,B05XA,S1,Nutrineal Pd4 W/1.1% Amin Acid 2.5L,Alanine,1,g/1000ml,SOL,1,,144,17,23,184,0,2009/05/30,,,,
,,,,,,,Arginine hydrochloride,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Calcium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Cycloserine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Glycine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Histidine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Isoleucine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Leucine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Lysine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Methionine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Phenylalanine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Proline,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,5,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,4,g/1000ml,,,,,,,,,,,,,
,,,,,,,Threonine,1,g/1000ml,,,,,,,,,,,,,
,,,,,,,Tryptophan,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Tyrosine,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Valine,1,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,M/22.1.4/262,750654007,A11CC,S4,One-Alpha Capsules 0.25,Alfacalcidol,0,mcg,CAP,30,,137,16,21,175,6,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,M/22.1.4/261,750662018,A11CC,S4,One-Alpha Capsules 1,Alfacalcidol,1,mcg,CAP,30,,430,50,67,547,18,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,37/34/0584,706199001,B05XA,S1,Physioneal 40 Glucose 1.36% 2l,Calcium chloride,1,g/ml,SOL,4,,85,10,13,109,0,2009/05/30,,,,
,,,,,,,Glucose,41,g/ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium bicarbonate,3,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,8,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,3,g/ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,37/34/0585,706198001,B05XA,S1,Physioneal 40 Glucose 2.27% 2l,Calcium chloride,1,g/ml,SOL,4,,85,10,13,109,0,2009/05/30,,,,
,,,,,,,Glucose,69,g/ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium bicarbonate,3,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,8,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,3,g/ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,,706189001,B05XA,S1,Physioneal 40 Glucose 4.86% 2l,Calcium chloride,1,g/ml,SOL,4,,87,10,14,111,0,2009/05/30,,,,
,,,,,,,Glucose,117,g/ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium bicarbonate,3,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,8,g/ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,3,g/ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,K/24/252,802042007,B05XA,S1,Plasmalyte (R) L With Gluc 5%,Glucose,55,g/1000ml,INF,1,,14,2,2,18,0,2009/05/30,,,,
,,,,,,,Potassium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,6,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,3,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,Z/24/107,802387004,B05XA,S1,Potassium-Free Maint Sln 200ml,Calcium gluconate,2,g,INF,1,,17,2,3,24,0,2009/05/30,,,,
,,,,,,,Glucose,110,g,,,,,,,,,,,,,
,,,,,,,Sodium chloride,2,g,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,M/34/290,806617004,B05XA,S1,Sabatane 0.05% 1000ml,Chlorhexidine,1,g,SOL,10,,11,1,2,14,0,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,,705041001,B05XA,S1,Sabatane 0.05% 500ml,Chlorhexidine,1,g,SOL,10,,7,1,1,8,0,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,L614 (Act 101 /1965) ,705036001,B05XA,S1,Sabax  Dianeal 1.5 (5l In 5l),Calcium chloride,260,g/1000ml,SOL,1,,59,7,9,75,0,2009/05/30,,,,
,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,6,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,X/10.2/250,802360009,R03DA,S4,Sabax Aminophylline Iv 10ml,Aminophylline,250,mg,INJ,10,,52,6,8,66,1,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,V/5.4/64,798428007,A03BA,S2,Sabax Atropine 0.5mg/Ml 1ml,Atropine,1,mg,INJ,10,,15,2,2,19,2,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,V/5.4/65,798436018,A03BA,S2,Sabax Atropine 1 Mg/Ml 1ml,Atropine,1,mg,INJ,10,,17,2,3,21,0,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,A39/34/0164,705929001,B05XA,S1,Sabax Bicarb Concentrate,Sodium bicarbonate,84,g,SOL,1,,54,6,8,69,0,2009/05/30,,,,
,,,,,,,Sodium edetate,100,g,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,V/24/66,862789001,B05XA,S1,Sabax Calcium Chlor 10% 10ml,Calcium gluconate,960,mg,INJ,10,,80,9,13,102,1,2009/05/30,,,,
,,,,,,,Calcium Saccharate,35,mg,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,SX/34/0266,804398003,B05XA,S1,Sabax Cardioplegic Solution A (950ml),Magnesium chloride,0,g,SOL,1,,184,21,29,234,0,2009/05/30,,,,
,,,,,,,Mannitol,12,g,,,,,,,,,,,,,
,,,,,,,Potassium chloride,2,g,,,,,,,,,,,,,
,,,,,,,Sodium bicarbonate,3,g,,,,,,,,,,,,,
,,,,,,,Sodium chloride,6,g,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,SX/34/0267,804401004,B05XA,S1,Sabax Cardioplegic Solution B (50ml),Calcium chloride,0,g,SOL,1,,146,17,23,186,4,2009/05/30,,,,
,,,,,,,Glucose,10,g,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,SX/34/0268,804428018,B05XA,S1,Sabax Cardioplegic Solution C (950ml),Magnesium chloride,0,g,SOL,1,,186,22,29,237,0,2009/05/30,,,,
,,,,,,,Mannitol,12,g,,,,,,,,,,,,,
,,,,,,,Potassium chloride,1,g,,,,,,,,,,,,,
,,,,,,,Sodium bicarbonate,3,g,,,,,,,,,,,,,
,,,,,,,Sodium chloride,6,g,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0260,703368001,J01DB,S4,Sabax Cefazolin 1g Injection,Cefazolin,1,g,POW,1,,10,1,2,13,13,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0259,703372001,J01DB,S4,Sabax Cefazolin 500 Mg Inject,Cefazolin,500,mg,POW,1,,8,1,1,11,11,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0325,703272001,J01DC,S4,Sabax Cefoxitin 1g Pdr For Inj,Cefoxitin,1,g,POW,1,,33,4,5,42,42,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0298,704637002,J01DD,S4,Sabax Cefuroxime 1.5g,Cefuroxime Sodium,2,g,POW,1,,38,4,6,49,49,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0296,704835002,J01DD,S4,Sabax Cefuroxime 250 Mg Inj,Cefuroxime Sodium,250,mg,POW,1,,12,1,2,15,15,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,36/20.1.1/0297,704635002,J01DD,S4,Sabax Cefuroxime 750mg ,Cefuroxime Sodium,750,mg,POW,1,,22,3,3,28,28,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,29/11.4.3/0214,838276008,A02BA,S3,Sabax Cimetidine 200mg/2ml 2ml,Cimetidine,200,mg/ml,INJ,10,,116,13,18,148,7,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,A39/20.1.1/0646,707700001,J01MA,S4,Sabax Ciprofloxacin 2mg/Ml 100,Ciprofloxacin,2,mg/ml,INF,1,,102,12,16,130,1,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,A39/20.1.1/0646,707701001,J01MA,S4,Sabax Ciprofloxacin 2mg/Ml 200,Ciprofloxacin,2,mg/ml,INF,1,,131,15,20,166,1,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,A39/20.1.1/0646,707699001,J01MA,S4,Sabax Ciprofloxacin 2mg/Ml 50,Ciprofloxacin,2,mg/ml,INF,1,,86,10,13,109,2,2009/05/30,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0325,703801001,B05XA,S1,Sabax Dian 1.5% Gluc Normal Cal (2.5L),Calcium chloride,0,g/1000ml,SOL,1,,50,6,8,63,0,2009/05/30,,,,
,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,5,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,4,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0326,703797001,B05XA,S1,Sabax Dian 2.5% Gluc Normal Cal.  2.5l,Calcium chloride,260,g/1000ml,SOL,1,,48,6,8,61,0,2009/05/30,,,,
,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,150,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,6,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,5,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,,703795001,B05XA,S1,Sabax Dian 4.25% Gluc Normal Cal.  2.5l,Calcium chloride,0,g/1000ml,SOL,1,,50,6,8,63,0,2009/05/30,,,,
,,,,,,,Glucose,43,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,5,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,4,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0325,838918018,B05XA,S1,Sabax Dian N/Cal 1.5 Gluc 1ltr,Calcium chloride,0,g/1000ml,SOL,1,,48,6,7,61,0,2009/05/30,,,,
,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,5,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,4,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0325,857920006,B05XA,S1,Sabax Dian N/Cal 1.5 Gluc 2ltr,Calcium chloride,0,g/1000ml,SOL,1,,49,6,8,62,0,2009/05/30,,,,
,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,5,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium lactate,4,g/1000ml,,,,,,,,,,,,,
665,Adcock Ingram Critical Care (Pty) Ltd,29/34/0325,710449001,B05XA,S1,Sabax Dianeal Normal Calcium 1.5 Glucose 5L,Calcium chloride,0,g/1000ml,SOL,1,,,,,,,,,,,
,,,,,,,Glucose,15,g/1000ml,,,,,,,,,,,,,
,,,,,,,Magnesium chloride,0,g/1000ml,,,,,,,,,,,,,
,,,,,,,Sodium chloride,5,g/1000ml,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,27/2.8/0137,823538003,N02BE,S5,Go - Pain,Caffeine,32,mg,TAB,1000,,192,19,30,241,0,2009/02/20,,,,
,,,,,,,Codeine,8,mg,,,,,,,,,,,,,
,,,,,,,Meprobamate,150,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,320,mg,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,G1385 (Act 101/1965),730823008,D08AC,S2,Hibitane,Chlorhexidine,10,mg/g,CRE,50,,42,4,7,53,1,2009/02/20,,,,
297,Glenmark Pharmaceuticals,Z/3.1/377,895196006,M01AE,S3,Iboflam,Ibuprofen,200,mg,TAB,1000,,152,15,23,191,0,2009/02/20,,,,
297,Glenmark Pharmaceuticals,S/20.2.6/251,779822014,G01AF,S4,Metrazole,Metronidazole,400,mg,TAB,1000,,120,12,19,151,0,2009/02/20,,,,
297,Glenmark Pharmaceuticals,H1371(Act 101/1965),826294014,D06AX,S4,Naseptin  ,Chlorhexidine,1,iu/g,CRE,15,,54,5,8,68,5,2009/02/20,,,,
,,,,,,,Neomycin,3275,iu/g,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,27/10.1/0140,823554007,R06AA,S2,Relief-Coff EXP,Ammonium chloride,136,mg/5ml,SYR,100,,5,1,1,6,0,2009/05/25,,,,
,,,,,,,Diphenhydramine,14,mg/5ml,,,,,,,,,,,,,
,,,,,,,Sodium citrate,56,mg/5ml,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,27/10.1/0140,823554015,R06AA,S2,Relief-Coff EXP,Ammonium chloride,136,mg/5ml,SYR,200,,10,1,2,13,0,2009/05/25,,,,
,,,,,,,Diphenhydramine,14,mg/5ml,,,,,,,,,,,,,
,,,,,,,Sodium citrate,56,mg/5ml,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,G1400 (Act 101/1965),768278007,D07AC,S4,Synalar,Fluocinolone acetonide,0,mg/g,CRE,15,,37,4,6,46,3,2009/02/20,,,,
297,Glenmark Pharmaceuticals,G1401(Act 101/1965),768286018,D07AC,S4,Synalar,Fluocinolone acetonide,0,mg/g,OIN,15,,37,4,6,46,3,2009/02/20,,,,
297,Glenmark Pharmaceuticals,G1398 (Act 101/1965),768316006,D07BC,S4,Synalar  c,Clioquinol,30,mg/g,CRE,15,,54,5,8,68,5,2009/02/20,,,,
,,,,,,,Fluocinolone acetonide,0,mg/g,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,G1399 (Act 101/1965),768324009,D07BC,S4,Synalar  c,Clioquinol,30,mg/g,OIN,15,,54,5,8,68,5,2009/02/20,,,,
,,,,,,,Fluocinolone acetonide,0,mg/g,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,G1397(Act 101/1965,768332001,D07CC,S4,Synalar  n,Fluocinolone acetonide,0,mg/g,OIN,15,,54,5,8,67,5,2009/02/20,,,,
,,,,,,,Neomycin,3500,mg/g,,,,,,,,,,,,,
297,Glenmark Pharmaceuticals,B/13.4.1/133,768294002,D07AC,S4,Synalar GEL  ,Fluocinolone acetonide,0,mg/g,JEL,30,,85,8,13,106,4,2009/02/20,,,,
297,Glenmark Pharmaceuticals,G1396 (Act 101/1965,768367018,D07CC,S4,Synalar n ,Fluocinolone acetonide,0,mg/g,CRE,15,,53,5,8,67,4,2009/02/20,,,,
982,Goldex 775 (Pty) Ltd,Y/5.8/136,835536009,R01BA,S2,Merck-Fed ,Pseudoephedrine,30,mg,TAB,20,,13,1,2,16,1,2009/08/01,,,,
,,,,,,,Triprolidine,1,mg,,,,,,,,,,,,,
982,Goldex 775 (Pty) Ltd,27/5.8/0449,796832005,R01BA,S2,SINUSTAT FLU CAPSULES,Ascorbic acid,75,mg,CAP,24,,18,1,3,22,1,2009/02/19,,,,
,,,,,,,Caffeine,30,mg,,,,,,,,,,,,,
,,,,,,,Chlorphenamine,2,mg,,,,,,,,,,,,,
,,,,,,,Paracetamol,300,mg,,,,,,,,,,,,,
,,,,,,,Phenylephrine,5,mg,,,,,,,,,,,,,
982,Goldex 775 (Pty) Ltd,Z/5.8/360,797618007,R01BA,S2,SINUSTAT,Paracetamol,325,mg,CAP,24,,16,1,2,19,1,2009/02/19,,,,
,,,,,,,Phenylpropanolamine hydrochloride,18,mg,,,,,,,,,,,,,
982,Goldex 775 (Pty) Ltd,27/5.8/0286,796824002,R01BA,S2,SINUSTAT FLU SYRUP,Dextromethorphan hydrobromide,15,mg,SYR,200,,23,2,3,28,0,2009/02/19,,,,
,,,,,,,Paracetamol,500,mg,,,,,,,,,,,,,
,,,,,,,Phenylpropanlamine hydrochloride,25,mg,,,,,,,,,,,,,
579,GlaxoSmithKline Consumer,27/20.2.8/0466,823473007,D06BB,S1,Activir pump pack  ,Aciclovir,5,%,CRE,2,,40,2,6,48,24,2009/03/02,,,,
579,GlaxoSmithKline Consumer,G/10.1/175,738212008,R01BA,S2,Linctifed Wet Cough 100ml,Codeine,8,mg/5ml,LIQ,100,,23,1,3,27,0,2009/03/02,,,,
,,,,,,,Guaifenesin,100,mg/5ml,,,,,,,,,,,,,
,,,,,,,Pseudoephedrine,20,mg/5ml,,,,,,,,,,,,,
,,,,,,,Tripolidine,1,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline Consumer,G/10.1/176,738220019,R01BA,S2,Linctifed Wet Cough Childrens syrup,Codeine,3,mg/5ml,SYR,100,,21,1,3,25,0,2009/03/02,,,,
,,,,,,,Guaifenesin,50,mg/5ml,,,,,,,,,,,,,
,,,,,,,Pseudoephedrine,12,mg/5ml,,,,,,,,,,,,,
,,,,,,,Tripolidine,1,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline Consumer,C/5.7.2/978,774634006,R06AE,S2,Valoid ,Cyclizine,50,mg,TAB,10,,14,1,2,17,2,2009/03/02,,,,
579,GlaxoSmithKline Consumer,C/5.7.2/978,774634014,R06AE,S2,Valoid,Cyclizine,50,mg,TAB,20,,28,1,4,33,2,2009/03/02,,,,
579,GlaxoSmithKline Consumer,C/5.7.2/975,774626003,R06AE,S2,Valoid Adult Suppositories,Cyclizine,100,mg,SUP,6,,38,1,5,44,7,2009/03/02,,,,
579,GlaxoSmithKline Consumer,C/5.7.2/977,774618019,R06AE,S2,Valoid paed Suppositories ,Cyclizine,50,mg,SUP,6,,26,1,4,31,5,2009/03/02,,,,
579,GlaxoSmithKline Consumer,D/5/7/2/97,774642009,R06AE,S2,Valoid pediatric,Cyclizine,13,mg/5ml,SYR,50,,22,1,3,26,1,2009/03/02,,,,
579,GlaxoSmithKline Consumer,32/10.2.1/0344,703371003,RO3AC,S2,Ventolin cfc-free 200 ,Salbutamol,100,mcg/dose,INH,200,,39,4,6,49,0,2009/03/02,,,,
579,GlaxoSmithKline Consumer,,775274012,R03CC,S2,Ventolin Syrup,Salbutamol,2,mg/5ml,LIQ,200,,44,2,6,52,0,2009/03/02,,,,
579,GlaxoSmithKline Consumer,35/11.4.3/0341,703241003,A02BA,S3,Zantac 75,Ranitidine,75,mg,EFT,6,,16,1,2,19,3,2009/03/02,,,,
579,GlaxoSmithKline Consumer,35/11.4.3/0341,703241006,A02BA,S3,Zantac 75,Ranitidine,75,mg,EFT,24,,64,2,9,75,3,2009/03/02,,,,
579,GlaxoSmithKline Consumer,30/11.4.3/0040,822817004,A02BA,S2,Zantac 75 ,Ranitidine,75,mg,TAB,5,,14,1,2,17,3,2009/03/02,,,,
579,GlaxoSmithKline Consumer,30/11.4.3/0040,822817012,A02BA,S2,Zantac 75 ,Ranitidine,75,mg,TAB,10,,28,1,4,34,3,2009/03/02,,,,
579,GlaxoSmithKline Consumer,30/11.4.3/0040,822817020,,S2,Zantac 75,Ranitidine,75,mg,TAB,24,,69,2,10,81,3,2009/03/02,,,,
579,GlaxoSmithKline Consumer,G.524,700797017,,S2,Actifed Dry Cough Regular ,Tripolidine,1,mg/5ml,LIQ,100,,20,1,3,24,0,2009/03/02,,,,
,,,,,,,Pseudoephidrine,30,mg/5ml,,,,,,,,,,,,,
,,,,,,,Codeine Phosphate,10,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline Consumer,C.973,700797009,,S2,Actifed Cold Syrup,Tripolidine,1,mg/5ml,LIQ,50,,10,1,1,12,0,2009/03/02,,,,
,,,,,,,Pseudoephidrine,30,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline Consumer,C.973,700770011,,S2,Actifed Cold Syrup ,Tripolidine,1,mg/5ml,LIQ,100,,19,1,3,23,0,2009/03/02,,,,
,,,,,,,Pseudoephidrine,30,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline Consumer,C.972,700789006,,S2,Actifed Cold tablets,Tripolidine,1,mg/5ml,TAB,20,,16,1,2,20,1,2009/03/02,,,,
,,,,,,,Pseudoephidrine,30,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,32/30.1/0044,703994001,J07AJ,S2,Infanrix ,Diphtheria toxoid,25,mcg/vial,VAC,1,,114,7,17,137,137,2009/02/20,,,,
579,GlaxoSmithKline (Pty) Ltd,30/20.2.8/0367,821640003,J05AF,S4,3TC ,Lamivudine,10,mg/ml,SYR,240,,66,4,10,80,0,2009/02/20,,,,
579,GlaxoSmithKline (Pty) Ltd,30/20.2.8/0366,821632019,J05AF,S4,3TC ,Lamivudine,150,mg,TAB,60,,93,6,14,112,2,2009/02/20,,,,
579,GlaxoSmithKline (Pty) Ltd,Y/1.2/419,791571009,N06AB,S5,Aropax 20 ,Paroxetine,20,mg,TAB,28,,204,12,30,247,9,2009/02/20,,,,
579,GlaxoSmithKline (Pty) Ltd,Y/1.2/420,703219001,N06AB,S5,Aropax,Paroxetine,30,mg,TAB,30,,276,17,41,334,11,2009/02/20,,,,
579,GlaxoSmithKline (Pty) Ltd,A38/1.2/0612,704647001,N06AB,S5,Aropax CR,Paroxetine,13,mg,SRT,28,,139,8,21,168,6,2009/02/20,,,,
579,GlaxoSmithKline (Pty) Ltd,A38/1.2/0613,704646001,N06AB,S5,Aropax CR,Paroxetine,25,mg,SRT,28,,184,11,27,223,8,2009/02/20,,,,
579,GlaxoSmithKline (Pty) Ltd,32/20.1.2/0239,853542007,J01CR,S4,Augmentin BD ,Amoxicillin,875,mg,TAB,10,,91,5,13,110,11,2009/02/20,,,,
,,,,,,,Clavulanic acid,125,mg,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,36/20.1.2/0366,704069001,J01CR,S4,Augmentin BD S,Amoxicillin,200,mg/5ml,SUS,70,,53,3,8,64,1,2009/02/20,,,,
,,,,,,,Clavulanic acid,29,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,36/20.1.2/0367,704068001,J01CR,S4,Augmentin BD SF,Amoxicillin,400,mg/5ml,SUS,70,,72,4,11,87,1,2009/02/20,,,,
,,,,,,,Clavulanic acid,57,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,36/20.1.2/0288,703449001,J01CR,S4,Augmentin SR ,Amoxicillin,1000,mg,TAB,28,,129,8,19,155,6,2009/02/20,,,,
,,,,,,,Clavulanic acid,63,mg,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,36/20.1.2/0288,703449002,J01CR,S4,Augmentin SR ,Amoxicillin,1000,mg,TAB,40,,184,11,27,222,6,2009/02/20,,,,
,,,,,,,Clavulanic acid,63,mg,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,36/8.2/0364,709669001,B01X0,S4,Arixtra,Fondaparinix ,3,mg/0.5ml,INJ,10,,562,34,83,679,68,2009/03/13,,,,
579,GlaxoSmithKline (Pty) Ltd,A39/20.1.2/0130,710041001,J01C1,S4,Augmentin ES,Amoxicillin ,600,mg/5ml,SUS,50,,67,4,10,81,2,2009/03/13,,,,
,,,,,,,Clavulanic Acid,43,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,A39/20.1.2/0130,710041002,J01C1,S4,AugmentinES,Amoxicillin ,600,mg/5ml,SUS,100,,134,8,20,162,2,2009/03/13,,,,
,,,,,,,Clavulanic Acid,43,mg/5ml,,,,,,,,,,,,,
579,GlaxoSmithKline (Pty) Ltd,41/21.5.1/0968,712866001,R1A1,S4,Avamys® ,Fluticasone Furoate,28,mcg,NAS,120,,163,10,24,197,2,2009/07/22,,,,
